id,age,fare,family_size,embarked,sex,pclass,title,is_alone,target,quality_measure
327,0.45,0.45,0.0,S,male,2.0,Mr,0.0,target_0,0.0
328,0.75,0.75,1.0,S,male,2.0,Mr,0.0,target_0,1.1102230246251565e-16
329,0.75,0.75,1.0,S,female,2.0,Mrs,0.0,target_1,-2.220446049250313e-16
330,0.95,0.45,0.0,S,male,2.0,Mr,0.0,target_0,0.16666666666666663
331,0.15,0.45,0.0,S,male,2.0,Mr,0.0,target_0,1.1102230246251565e-16
332,0.35,0.45,0.0,S,male,2.0,Mr,0.0,target_0,0.125
333,0.75,0.45,0.0,S,female,2.0,Mrs,0.0,target_1,-2.220446049250313e-16
334,0.55,0.45,0.0,S,male,2.0,Mr,0.0,target_0,0.0
335,0.95,0.45,0.0,S,male,2.0,rare,0.0,target_0,0.0
336,0.65,0.75,1.0,S,male,2.0,Mr,0.0,target_1,4.440892098500626e-16
337,0.25,0.75,1.0,S,female,2.0,Mrs,0.0,target_1,0.0
338,0.55,0.75,0.0,S,male,2.0,Mr,0.0,target_0,0.0
339,0.05,0.85,3.0,S,male,2.0,Mr,1.0,target_1,0.0
340,0.05,0.85,3.0,S,female,2.0,Mrs,1.0,target_1,0.0
341,0.15,0.85,3.0,S,female,2.0,Mrs,1.0,target_1,4.440892098500626e-16
342,0.75,0.85,3.0,S,female,2.0,Mrs,1.0,target_1,2.220446049250313e-16
343,0.75,0.45,0.0,S,male,2.0,Mr,0.0,target_0,0.0
344,0.25,0.45,0.0,S,female,2.0,Mrs,0.0,target_1,4.440892098500626e-16
345,0.35,0.45,0.0,S,male,2.0,Mr,0.0,target_0,0.125
346,0.45,0.45,0.0,S,male,2.0,Mr,0.0,target_0,0.0
347,0.85,0.45,0.0,S,male,2.0,Mr,0.0,target_0,1.1102230246251565e-16
348,0.55,0.45,0.0,S,male,2.0,Mr,0.0,target_0,0.0
349,0.35,0.45,0.0,S,female,2.0,Mrs,0.0,target_1,-2.220446049250313e-16
350,0.15,0.85,2.0,S,female,2.0,Mrs,1.0,target_1,4.440892098500626e-16
351,0.95,0.85,2.0,S,male,2.0,Mr,1.0,target_0,-2.220446049250313e-16
352,0.85,0.85,2.0,S,female,2.0,Mrs,1.0,target_1,2.220446049250313e-16
353,0.25,0.75,1.0,S,female,2.0,Mrs,0.0,target_1,0.0
354,0.45,0.75,1.0,S,male,2.0,Mr,0.0,target_0,0.0
355,0.75,0.45,0.0,S,female,2.0,Mrs,0.0,target_1,-2.220446049250313e-16
356,0.45,0.45,0.0,S,male,2.0,Mr,0.0,target_0,0.0
357,0.85,0.45,0.0,S,male,2.0,rare,0.0,target_0,1.1102230246251565e-16
358,0.85,0.45,0.0,S,female,2.0,Mrs,0.0,target_1,0.3333333333333336
359,0.05,0.75,2.0,S,male,2.0,Mr,1.0,target_1,2.220446049250313e-16
360,0.45,0.75,2.0,S,male,2.0,Mr,1.0,target_1,2.220446049250313e-16
361,0.35,0.75,2.0,S,female,2.0,Mrs,1.0,target_1,2.220446049250313e-16
362,0.75,0.65,0.0,S,female,2.0,Mrs,0.0,target_1,0.5000000000000001
363,0.75,0.05,0.0,S,male,2.0,Mr,0.0,target_0,0.0
364,0.25,0.45,0.0,S,male,2.0,Mr,0.0,target_0,2.220446049250313e-16
365,0.85,0.75,1.0,S,female,2.0,Mrs,0.0,target_0,0.5
366,0.95,0.75,1.0,S,male,2.0,rare,0.0,target_0,0.0
367,0.95,0.55,0.0,S,male,2.0,Mr,0.0,target_0,2.220446049250313e-16
368,0.75,0.75,1.0,S,male,2.0,Mr,0.0,target_0,1.1102230246251565e-16
369,0.55,0.75,1.0,S,female,2.0,Mrs,0.0,target_1,2.220446049250313e-16
370,0.45,0.75,2.0,S,female,2.0,Mrs,1.0,target_1,0.4999999999999999
371,0.95,0.75,2.0,S,female,2.0,Mrs,1.0,target_1,2.220446049250313e-16
372,0.55,0.75,1.0,S,male,2.0,Mr,0.0,target_0,2.220446049250313e-16
373,0.55,0.75,1.0,S,female,2.0,Mrs,0.0,target_1,2.220446049250313e-16
374,0.55,0.45,0.0,S,male,2.0,Mr,0.0,target_0,0.0
375,0.55,0.45,0.0,S,male,2.0,Mr,0.0,target_0,0.0
376,0.35,0.45,0.0,S,male,2.0,Mr,0.0,target_0,0.125
377,0.15,0.75,2.0,S,female,2.0,Mrs,1.0,target_1,2.220446049250313e-16
378,0.65,0.75,2.0,S,male,2.0,Mr,1.0,target_0,1.1102230246251565e-16
379,0.65,0.75,2.0,S,female,2.0,Mrs,1.0,target_1,4.440892098500626e-16
380,0.35,0.45,0.0,S,female,2.0,Mrs,0.0,target_1,-2.220446049250313e-16
381,0.65,0.45,0.0,S,female,2.0,Mrs,0.0,target_1,2.220446049250313e-16
382,0.75,0.65,0.0,S,female,2.0,Mrs,0.0,target_0,0.4999999999999999
383,0.25,0.45,0.0,S,male,2.0,Mr,0.0,target_0,2.220446049250313e-16
384,0.75,0.05,0.0,S,male,2.0,Mr,0.0,target_0,0.0
385,0.15,0.85,2.0,S,male,2.0,Mr,1.0,target_1,0.0
386,0.15,0.95,0.0,S,male,2.0,Mr,0.0,target_0,2.220446049250313e-16
387,0.95,0.85,2.0,S,female,2.0,Mrs,1.0,target_1,4.440892098500626e-16
388,0.55,0.45,0.0,S,female,2.0,Mrs,0.0,target_1,2.220446049250313e-16
389,0.65,0.45,0.0,S,male,2.0,Mr,0.0,target_0,0.16666666666666674
390,0.15,0.95,0.0,S,male,2.0,Mr,0.0,target_0,2.220446049250313e-16
391,0.55,0.75,1.0,C,male,2.0,Mr,0.0,target_0,1.1102230246251565e-16
392,0.35,0.75,1.0,C,female,2.0,Mrs,0.0,target_1,2.220446049250313e-16
393,0.45,0.75,0.0,S,male,2.0,Mr,0.0,target_0,0.0
394,0.15,0.95,0.0,S,male,2.0,Mr,0.0,target_0,2.220446049250313e-16
395,0.15,0.65,1.0,S,female,2.0,Mrs,0.0,target_1,2.220446049250313e-16
396,0.75,0.65,1.0,S,female,2.0,Mrs,0.0,target_1,0.0
397,0.95,0.75,0.0,S,male,2.0,Mr,0.0,target_0,1.1102230246251565e-16
398,0.15,0.75,2.0,S,male,2.0,Mr,1.0,target_1,0.0
399,0.85,0.75,2.0,S,male,2.0,Mr,1.0,target_0,2.220446049250313e-16
400,0.75,0.75,2.0,S,female,2.0,Mrs,1.0,target_1,2.220446049250313e-16
401,0.55,0.55,1.0,C,female,2.0,Mrs,0.0,target_1,2.220446049250313e-16
402,0.65,0.55,1.0,C,female,2.0,Mrs,0.0,target_1,2.220446049250313e-16
403,0.35,0.45,0.0,S,male,2.0,Mr,0.0,target_0,0.125
404,0.25,0.45,0.0,S,male,2.0,Mr,0.0,target_0,2.220446049250313e-16
405,0.15,0.45,0.0,S,male,2.0,Mr,0.0,target_0,1.1102230246251565e-16
406,0.85,0.75,1.0,S,male,2.0,Mr,0.0,target_0,0.0
407,0.55,0.75,1.0,S,female,2.0,Mrs,0.0,target_1,2.220446049250313e-16
408,0.15,0.45,0.0,S,male,2.0,Mr,0.0,target_0,1.1102230246251565e-16
409,0.75,0.45,0.0,S,male,2.0,Mr,0.0,target_0,0.0
410,0.75,0.05,0.0,S,male,2.0,Mr,0.0,target_0,0.0
411,0.85,0.45,0.0,S,female,2.0,Mrs,0.0,target_0,0.6666666666666665
412,0.75,0.75,0.0,S,male,2.0,Mr,0.0,target_0,1.1102230246251565e-16
413,0.85,0.65,1.0,S,male,2.0,Mr,0.0,target_0,0.0
414,0.75,0.65,1.0,S,male,2.0,Mr,0.0,target_0,1.1102230246251565e-16
415,0.75,0.45,0.0,S,female,2.0,Mrs,0.0,target_1,-2.220446049250313e-16
416,0.15,0.75,0.0,S,male,2.0,Mr,0.0,target_0,2.220446049250313e-16
417,0.45,0.45,0.0,S,male,2.0,Mr,0.0,target_0,0.0
418,0.95,0.45,0.0,S,male,2.0,Mr,0.0,target_0,0.16666666666666663
419,0.25,0.45,1.0,S,male,2.0,Mr,0.0,target_0,0.0
420,0.25,0.45,1.0,S,male,2.0,Mr,0.0,target_0,0.0
421,0.35,0.55,0.0,S,male,2.0,Mr,0.0,target_0,1.1102230246251565e-16
422,0.35,0.45,0.0,S,male,2.0,Mr,0.0,target_0,0.125
423,0.75,0.45,0.0,S,male,2.0,Mr,0.0,target_0,0.0
424,0.65,0.45,0.0,S,male,2.0,Mr,0.0,target_0,0.16666666666666674
425,0.95,0.45,0.0,S,male,2.0,Mr,0.0,target_0,0.16666666666666663
426,0.65,0.45,0.0,S,male,2.0,Mr,0.0,target_0,0.16666666666666674
427,0.05,0.55,2.0,S,male,2.0,Mr,1.0,target_1,2.220446049250313e-16
428,0.35,0.55,2.0,S,female,2.0,Mrs,1.0,target_1,2.220446049250313e-16
429,0.85,0.45,0.0,S,male,2.0,Mr,0.0,target_0,1.1102230246251565e-16
430,0.05,0.75,1.0,S,female,2.0,Mrs,0.0,target_1,2.220446049250313e-16
431,0.55,0.75,1.0,S,male,2.0,rare,0.0,target_0,2.220446049250313e-16
432,0.95,0.45,0.0,S,male,2.0,Mr,0.0,target_1,0.8333333333333334
433,0.65,0.45,0.0,S,male,2.0,Mr,0.0,target_0,0.16666666666666674
434,0.05,0.75,2.0,S,female,2.0,Mrs,1.0,target_1,2.220446049250313e-16
435,0.85,0.75,2.0,S,male,2.0,Mr,1.0,target_0,2.220446049250313e-16
436,0.95,0.75,2.0,S,female,2.0,Mrs,1.0,target_1,2.220446049250313e-16
437,0.35,0.95,3.0,S,female,2.0,Mrs,1.0,target_1,2.220446049250313e-16
438,0.35,0.95,3.0,S,female,2.0,Mrs,1.0,target_1,2.220446049250313e-16
439,0.95,0.95,3.0,S,male,2.0,Mr,1.0,target_0,4.440892098500626e-16
440,0.95,0.95,3.0,S,female,2.0,Mrs,1.0,target_1,4.440892098500626e-16
441,0.95,0.65,0.0,S,female,2.0,Mrs,0.0,target_1,0.0
442,0.35,0.95,2.0,S,male,2.0,Mr,1.0,target_0,0.0
443,0.65,0.95,2.0,S,male,2.0,Mr,1.0,target_0,1.1102230246251565e-16
444,0.25,0.95,2.0,S,male,2.0,Mr,1.0,target_0,0.0
445,0.15,0.45,2.0,S,female,2.0,Mrs,1.0,target_1,2.220446049250313e-16
446,0.25,0.65,3.0,S,female,2.0,Mrs,1.0,target_1,0.0
447,0.35,0.45,3.0,S,male,2.0,Mr,1.0,target_0,0.0
448,0.75,0.45,0.0,S,male,2.0,Mr,0.0,target_0,0.0
449,0.95,0.65,4.0,S,female,2.0,Mrs,1.0,target_1,0.0
450,0.95,0.45,0.0,S,male,2.0,Mr,0.0,target_0,0.16666666666666663
451,0.85,0.75,1.0,S,male,2.0,Mr,0.0,target_0,0.0
452,0.55,0.75,1.0,S,female,2.0,Mrs,0.0,target_1,2.220446049250313e-16
453,0.25,0.95,0.0,S,male,2.0,Mr,0.0,target_0,2.220446049250313e-16
454,0.85,0.45,0.0,S,male,2.0,Mr,0.0,target_0,1.1102230246251565e-16
455,0.95,0.75,1.0,S,male,2.0,Mr,0.0,target_0,2.220446049250313e-16
456,0.95,0.75,1.0,S,female,2.0,Mrs,0.0,target_0,0.5
457,0.65,0.45,0.0,S,male,2.0,Mr,0.0,target_0,0.16666666666666674
458,0.15,0.45,0.0,S,female,2.0,Mrs,0.0,target_1,2.220446049250313e-16
459,0.85,0.75,1.0,S,male,2.0,Mr,0.0,target_0,0.0
460,0.35,0.75,3.0,S,female,2.0,Mrs,1.0,target_1,2.220446049250313e-16
461,0.95,0.55,0.0,S,male,2.0,Mr,0.0,target_0,2.220446049250313e-16
462,0.35,0.75,2.0,S,male,2.0,Mr,1.0,target_0,1.1102230246251565e-16
463,0.35,0.75,2.0,S,male,2.0,Mr,1.0,target_0,1.1102230246251565e-16
464,0.65,0.45,0.0,S,male,2.0,Mr,0.0,target_0,0.16666666666666674
465,0.35,0.55,0.0,C,female,2.0,Mrs,0.0,target_1,2.220446049250313e-16
466,0.75,0.75,1.0,S,male,2.0,Mr,0.0,target_0,1.1102230246251565e-16
467,0.35,0.75,1.0,S,female,2.0,Mrs,0.0,target_1,0.0
468,0.35,0.65,0.0,S,female,2.0,Mrs,0.0,target_0,-2.220446049250313e-16
469,0.85,0.45,0.0,Q,female,2.0,Mrs,0.0,target_1,0.0
470,0.75,0.45,0.0,Q,male,2.0,Mr,0.0,target_0,1.1102230246251565e-16
471,0.95,0.55,0.0,S,female,2.0,Mrs,0.0,target_1,-2.220446049250313e-16
472,0.95,0.45,0.0,Q,male,2.0,rare,0.0,target_0,0.0
473,0.75,0.05,0.0,S,male,2.0,Mr,0.0,target_0,0.0
474,0.65,0.45,0.0,S,male,2.0,Mr,0.0,target_0,0.16666666666666674
475,0.45,0.75,2.0,S,female,2.0,Mrs,1.0,target_0,0.5
476,0.65,0.75,2.0,S,male,2.0,rare,1.0,target_0,2.220446049250313e-16
477,0.85,0.45,0.0,Q,male,2.0,Mr,0.0,target_0,2.220446049250313e-16
478,0.05,0.85,3.0,C,female,2.0,Mrs,1.0,target_1,0.0
479,0.05,0.85,3.0,C,female,2.0,Mrs,1.0,target_1,0.0
480,0.45,0.85,3.0,C,male,2.0,Mr,1.0,target_0,2.220446049250313e-16
481,0.35,0.85,3.0,C,female,2.0,Mrs,1.0,target_1,2.220446049250313e-16
482,0.15,0.45,0.0,C,female,2.0,Mrs,0.0,target_1,2.220446049250313e-16
483,0.75,0.75,0.0,S,female,2.0,Mrs,0.0,target_1,0.0
484,0.75,0.45,0.0,S,female,2.0,Mrs,0.0,target_1,-2.220446049250313e-16
485,0.75,0.45,0.0,C,male,2.0,Mr,0.0,target_0,2.220446049250313e-16
486,0.35,0.45,0.0,S,male,2.0,Mr,0.0,target_0,0.125
487,0.95,0.45,0.0,Q,male,2.0,Mr,0.0,target_0,0.0
488,0.95,0.75,1.0,S,male,2.0,Mr,0.0,target_0,2.220446049250313e-16
489,0.85,0.75,1.0,S,female,2.0,Mrs,0.0,target_1,0.5
490,0.95,0.45,0.0,S,female,2.0,Mrs,0.0,target_0,0.6666666666666667
491,0.75,0.55,0.0,C,male,2.0,Mr,0.0,target_0,2.220446049250313e-16
492,0.05,0.85,2.0,C,male,2.0,Mr,1.0,target_1,4.440892098500626e-16
493,0.65,0.85,2.0,C,male,2.0,Mr,1.0,target_0,2.220446049250313e-16
494,0.35,0.85,2.0,C,female,2.0,Mrs,1.0,target_1,2.220446049250313e-16
495,0.55,0.55,0.0,C,male,2.0,Mr,0.0,target_0,0.33333333333333326
496,0.65,0.45,0.0,S,male,2.0,Mr,0.0,target_0,0.16666666666666674
497,0.85,0.65,0.0,S,male,2.0,Mr,0.0,target_0,1.1102230246251565e-16
498,0.65,0.55,0.0,S,male,2.0,Mr,0.0,target_0,0.0
499,0.65,0.45,0.0,S,male,2.0,Mr,0.0,target_0,0.16666666666666674
500,0.95,0.75,0.0,S,male,2.0,Mr,0.0,target_0,1.1102230246251565e-16
501,0.15,0.65,1.0,S,female,2.0,Mrs,0.0,target_1,2.220446049250313e-16
502,0.85,0.65,1.0,S,female,2.0,Mrs,0.0,target_1,2.220446049250313e-16
503,0.25,0.45,0.0,S,male,2.0,Mr,0.0,target_0,2.220446049250313e-16
504,0.85,0.45,0.0,S,male,2.0,Mr,0.0,target_0,1.1102230246251565e-16
505,0.95,0.45,0.0,S,male,2.0,Mr,0.0,target_0,0.16666666666666663
506,1.05,0.45,0.0,S,male,2.0,Mr,0.0,target_0,0.0
507,0.55,0.45,0.0,S,male,2.0,rare,0.0,target_0,2.220446049250313e-16
508,0.95,0.55,0.0,S,male,2.0,rare,0.0,target_0,2.220446049250313e-16
509,0.85,0.75,0.0,S,male,2.0,Mr,0.0,target_0,2.220446049250313e-16
510,0.15,0.45,0.0,S,male,2.0,Mr,0.0,target_0,1.1102230246251565e-16
511,0.95,0.45,0.0,Q,male,2.0,Mr,0.0,target_0,0.0
512,0.65,0.75,1.0,C,male,2.0,Mr,0.0,target_0,0.0
513,0.15,0.75,1.0,C,female,2.0,Mrs,0.0,target_1,2.220446049250313e-16
514,0.05,0.75,2.0,S,male,2.0,Mr,1.0,target_1,2.220446049250313e-16
515,0.05,0.75,2.0,S,male,2.0,Mr,1.0,target_1,2.220446049250313e-16
516,0.75,0.75,2.0,S,male,2.0,Mr,1.0,target_0,0.0
517,0.45,0.45,0.0,S,male,2.0,Mr,0.0,target_0,0.0
518,0.25,0.85,2.0,S,male,2.0,Mr,1.0,target_0,2.220446049250313e-16
519,0.55,0.55,0.0,S,male,2.0,Mr,0.0,target_0,0.0
520,0.25,0.55,0.0,C,male,2.0,Mr,0.0,target_1,-2.220446049250313e-16
521,0.55,0.45,0.0,S,female,2.0,Mrs,0.0,target_1,2.220446049250313e-16
522,0.85,0.45,0.0,S,male,2.0,Mr,0.0,target_0,1.1102230246251565e-16
523,0.35,0.45,0.0,S,male,2.0,Mr,0.0,target_1,0.875
524,0.45,0.55,0.0,C,male,2.0,Mr,0.0,target_1,0.0
525,0.35,0.45,0.0,S,male,2.0,rare,0.0,target_0,0.0
526,0.55,0.55,0.0,C,male,2.0,Mr,0.0,target_1,0.6666666666666667
527,0.55,0.45,0.0,S,male,2.0,Mr,0.0,target_0,0.0
528,0.75,0.05,0.0,S,male,2.0,Mr,0.0,target_0,0.0
529,0.95,0.75,1.0,S,female,2.0,Mrs,0.0,target_1,0.4999999999999999
530,0.25,0.45,0.0,S,male,2.0,Mr,0.0,target_0,2.220446049250313e-16
531,0.75,0.55,0.0,C,male,2.0,Mr,0.0,target_0,2.220446049250313e-16
532,0.85,0.45,0.0,S,male,2.0,rare,0.0,target_0,1.1102230246251565e-16
533,0.25,0.65,1.0,S,female,2.0,Mrs,0.0,target_1,2.220446049250313e-16
534,0.25,0.75,0.0,S,female,2.0,Mrs,0.0,target_1,2.220446049250313e-16
535,0.85,0.65,1.0,S,male,2.0,Mr,0.0,target_0,0.0
536,0.65,0.45,0.0,S,female,2.0,Mrs,0.0,target_1,2.220446049250313e-16
537,0.75,0.45,0.0,S,male,2.0,Mr,0.0,target_0,0.0
538,0.65,0.45,0.0,C,male,2.0,Mr,0.0,target_1,-2.220446049250313e-16
539,0.55,0.55,0.0,C,male,2.0,Mr,0.0,target_0,0.33333333333333326
540,0.05,0.75,2.0,S,female,2.0,Mrs,1.0,target_1,2.220446049250313e-16
541,0.15,0.75,2.0,S,female,2.0,Mrs,1.0,target_1,2.220446049250313e-16
542,0.65,0.75,2.0,S,female,2.0,Mrs,1.0,target_1,4.440892098500626e-16
543,0.75,0.45,0.0,S,male,2.0,Mr,0.0,target_0,0.0
544,0.75,0.65,1.0,S,male,2.0,Mr,0.0,target_0,1.1102230246251565e-16
545,0.65,0.65,3.0,S,female,2.0,Mrs,1.0,target_1,2.220446049250313e-16
546,0.55,0.45,0.0,S,female,2.0,rare,0.0,target_1,4.440892098500626e-16
547,0.35,0.55,0.0,C,male,2.0,Mr,0.0,target_0,2.220446049250313e-16
548,0.05,0.65,2.0,S,male,2.0,Mr,1.0,target_1,0.0
549,0.05,0.65,2.0,S,male,2.0,Mr,1.0,target_1,0.0
550,0.35,0.65,5.0,S,female,2.0,Mrs,1.0,target_1,0.0
551,0.95,0.45,0.0,S,female,2.0,Mrs,0.0,target_1,0.3333333333333335
552,0.25,0.45,0.0,S,male,2.0,Mr,0.0,target_0,2.220446049250313e-16
553,0.25,0.45,0.0,S,female,2.0,Mrs,0.0,target_1,4.440892098500626e-16
554,0.45,0.45,0.0,S,male,2.0,Mr,0.0,target_0,0.0
555,0.45,0.45,0.0,S,male,2.0,Mr,0.0,target_0,0.0
556,0.55,0.75,0.0,S,male,2.0,Mr,0.0,target_0,0.0
557,0.45,0.75,1.0,S,female,2.0,Mrs,0.0,target_1,2.220446049250313e-16
558,0.15,0.45,2.0,S,female,2.0,Mrs,1.0,target_1,2.220446049250313e-16
559,0.25,0.85,0.0,S,female,2.0,Mrs,0.0,target_1,4.440892098500626e-16
560,0.65,0.45,0.0,S,female,2.0,Mrs,0.0,target_1,2.220446049250313e-16
561,0.95,0.55,0.0,S,male,2.0,Mr,0.0,target_0,2.220446049250313e-16
562,0.65,0.45,0.0,Q,female,2.0,Mrs,0.0,target_1,-2.220446049250313e-16
563,0.75,0.45,0.0,S,male,2.0,Mr,0.0,target_0,0.0
564,0.85,0.45,0.0,S,female,2.0,Mrs,0.0,target_1,0.3333333333333336
565,0.45,0.45,0.0,S,male,2.0,Mr,0.0,target_0,0.0
566,0.85,0.55,0.0,C,male,2.0,Mr,0.0,target_0,1.1102230246251565e-16
567,0.45,0.45,0.0,S,male,2.0,Mr,0.0,target_0,0.0
568,0.25,0.45,0.0,S,male,2.0,Mr,0.0,target_0,2.220446049250313e-16
569,0.15,0.95,0.0,S,male,2.0,Mr,0.0,target_0,2.220446049250313e-16
570,0.95,0.45,0.0,S,female,2.0,Mrs,0.0,target_1,0.3333333333333335
571,0.35,0.45,0.0,S,male,2.0,Mr,0.0,target_0,0.125
572,0.55,0.45,0.0,S,female,2.0,Mrs,0.0,target_1,2.220446049250313e-16
573,0.55,0.45,0.0,S,female,2.0,Mrs,0.0,target_1,2.220446049250313e-16
574,0.55,0.65,1.0,S,male,2.0,Mr,0.0,target_0,1.1102230246251565e-16
575,0.55,0.65,1.0,S,female,2.0,Mrs,0.0,target_0,0.0
576,0.85,0.45,0.0,S,male,2.0,Mr,0.0,target_0,1.1102230246251565e-16
577,0.65,0.65,0.0,S,female,2.0,Mrs,0.0,target_1,2.220446049250313e-16
578,0.65,0.65,1.0,S,male,2.0,Mr,0.0,target_0,1.1102230246251565e-16
579,0.35,0.45,1.0,S,male,2.0,Mr,0.0,target_0,0.0
580,0.65,0.65,0.0,S,female,2.0,Mrs,0.0,target_1,2.220446049250313e-16
581,0.75,0.05,0.0,S,male,2.0,Mr,0.0,target_0,0.0
582,0.15,0.55,0.0,S,female,2.0,Mrs,0.0,target_1,2.220446049250313e-16
583,0.85,0.55,0.0,S,female,2.0,Mrs,0.0,target_1,2.220446049250313e-16
584,0.65,0.45,0.0,S,female,2.0,Mrs,0.0,target_1,2.220446049250313e-16
585,0.55,0.75,1.0,S,male,2.0,Mr,0.0,target_0,2.220446049250313e-16
586,0.55,0.75,1.0,S,female,2.0,Mrs,0.0,target_1,2.220446049250313e-16
587,0.05,0.65,2.0,S,male,2.0,Mr,1.0,target_1,0.0
588,0.05,0.65,2.0,S,female,2.0,Mrs,1.0,target_1,2.220446049250313e-16
589,0.55,0.65,2.0,S,female,2.0,Mrs,1.0,target_1,2.220446049250313e-16
590,0.05,0.75,3.0,S,female,2.0,Mrs,1.0,target_1,2.220446049250313e-16
591,0.05,0.75,3.0,S,female,2.0,Mrs,1.0,target_1,2.220446049250313e-16
592,0.75,0.75,3.0,S,male,2.0,Mr,1.0,target_0,0.0
593,0.65,0.75,3.0,S,female,2.0,Mrs,1.0,target_1,2.220446049250313e-16
594,1.05,0.45,0.0,S,male,2.0,Mr,0.0,target_0,0.0
595,0.75,0.45,0.0,S,male,2.0,Mr,0.0,target_0,0.0
596,0.65,0.45,0.0,S,male,2.0,Mr,0.0,target_1,0.8333333333333334
597,0.65,0.45,0.0,S,male,2.0,Mr,0.0,target_1,0.8333333333333334
598,0.45,0.55,0.0,S,female,2.0,Mrs,0.0,target_1,2.220446049250313e-16
599,0.35,0.45,0.0,S,female,2.0,Mrs,0.0,target_1,-2.220446049250313e-16
600,0.85,0.15,0.0,S,male,3.0,Mr,0.0,target_0,2.220446049250313e-16
601,0.15,0.65,2.0,S,male,3.0,Mr,1.0,target_0,0.19999999999999996
602,0.15,0.65,2.0,S,male,3.0,Mr,1.0,target_0,0.19999999999999996
603,0.75,0.65,2.0,S,female,3.0,Mrs,1.0,target_1,0.0
604,0.15,0.15,0.0,S,female,3.0,Mrs,0.0,target_1,0.5000000000000001
605,0.45,0.15,0.0,S,male,3.0,Mr,0.0,target_1,0.8
606,0.25,0.25,0.0,S,male,3.0,Mr,0.0,target_0,0.09090909090909094
607,0.15,0.15,0.0,C,female,3.0,Mrs,0.0,target_1,0.0
608,0.65,0.15,0.0,S,male,3.0,Mr,0.0,target_0,0.33333333333333337
609,0.45,0.25,0.0,S,male,3.0,Mr,0.0,target_0,0.022727272727272596
610,0.85,0.45,1.0,S,female,3.0,Mrs,0.0,target_0,3.3306690738754696e-16
611,0.05,0.45,1.0,S,male,3.0,Mr,0.0,target_1,0.0
612,0.15,0.45,1.0,S,female,3.0,Mrs,0.0,target_1,0.0
613,0.45,0.65,0.0,C,male,3.0,Mr,0.0,target_1,0.0
614,0.45,0.25,0.0,S,male,3.0,Mr,0.0,target_0,0.022727272727272596
615,0.25,0.25,0.0,S,male,3.0,Mr,0.0,target_0,0.09090909090909094
616,0.35,0.15,0.0,S,male,3.0,Mr,0.0,target_0,0.18181818181818177
617,0.45,0.15,0.0,S,male,3.0,Mr,0.0,target_0,0.19999999999999996
618,0.75,0.25,0.0,S,male,3.0,Mr,0.0,target_0,0.0
619,0.15,0.35,0.0,S,male,3.0,Mr,0.0,target_0,0.125
620,0.65,0.65,0.0,S,male,3.0,Mr,0.0,target_0,1.1102230246251565e-16
621,0.25,0.25,1.0,S,female,3.0,Mrs,0.0,target_1,-2.220446049250313e-16
622,0.05,0.75,6.0,S,male,3.0,Mr,1.0,target_0,0.33333333333333326
623,0.05,0.75,6.0,S,female,3.0,Mrs,1.0,target_0,0.33333333333333337
624,0.05,0.75,6.0,S,female,3.0,Mrs,1.0,target_0,0.33333333333333337
625,0.15,0.25,6.0,S,female,3.0,Mrs,1.0,target_1,-4.440892098500626e-16
626,0.85,0.15,6.0,S,female,3.0,Mrs,1.0,target_0,2.220446049250313e-16
627,0.15,0.75,6.0,S,female,3.0,Mrs,1.0,target_0,-2.220446049250313e-16
628,0.15,0.75,6.0,S,female,3.0,Mrs,1.0,target_0,-2.220446049250313e-16
629,0.85,0.75,6.0,S,male,3.0,Mr,1.0,target_0,1.1102230246251565e-16
630,0.55,0.25,0.0,S,male,3.0,Mr,0.0,target_1,0.9230769230769229
631,0.45,0.15,0.0,S,male,3.0,Mr,0.0,target_0,0.19999999999999996
632,0.85,0.75,6.0,S,female,3.0,Mrs,1.0,target_0,0.5
633,0.25,0.25,0.0,S,male,3.0,Mr,0.0,target_0,0.09090909090909094
634,0.45,0.25,0.0,S,male,3.0,Mr,0.0,target_0,0.022727272727272596
635,0.45,0.65,1.0,S,male,3.0,Mr,0.0,target_0,1.1102230246251565e-16
636,0.15,0.65,1.0,S,female,3.0,Mrs,0.0,target_0,0.4999999999999999
637,0.35,0.15,0.0,S,male,3.0,Mr,0.0,target_0,0.18181818181818177
638,0.75,0.15,0.0,S,male,3.0,Mr,0.0,target_0,1.1102230246251565e-16
639,0.05,0.75,6.0,S,male,3.0,Mr,1.0,target_0,0.33333333333333326
640,0.15,0.75,6.0,S,male,3.0,Mr,1.0,target_0,0.0
641,0.05,0.75,6.0,S,male,3.0,Mr,1.0,target_1,0.6666666666666667
642,0.15,0.75,6.0,S,male,3.0,Mr,1.0,target_0,0.0
643,0.05,0.75,6.0,S,female,3.0,Mrs,1.0,target_1,0.6666666666666666
644,0.85,0.75,6.0,S,male,3.0,Mr,1.0,target_0,1.1102230246251565e-16
645,0.35,0.25,0.0,S,male,3.0,Mr,0.0,target_1,0.9374999999999999
646,0.85,0.75,6.0,S,female,3.0,Mrs,1.0,target_1,0.4999999999999999
647,0.95,0.15,0.0,C,female,3.0,Mrs,0.0,target_1,2.220446049250313e-16
648,0.25,0.15,0.0,C,male,3.0,Mr,0.0,target_0,0.04545454545454519
649,0.35,0.15,0.0,S,male,3.0,Mr,0.0,target_0,0.18181818181818177
650,0.15,0.55,0.0,C,female,3.0,Mrs,0.0,target_0,0.0
