id,Gender,Age_range,Ethnicity,MaritalStatus,c_charge_degree,c_charge_desc,is_recid,is_violent_recid,score_risk_recidivism,score_text_risk_recidivism,score_risk_violence,score_text_risk_violence,Low_Recid,Medium_Recid,High_Recid,No_Recid,Recid,y_predict,y_true
1153,Male,25 - 45,Other,Other,F,Child Abuse,NO,NO,2,Low,3,Low,1,0,0,1,0,No_Recid,No_Recid
1154,Male,Less than 25,African-American,Single,F,arrest case no charge,YES,YES,9,High,9,High,0,0,1,0,1,Recid,Recid
1155,Male,25 - 45,Other,Single,F,Uttering a Forged Instrument,NO,NO,6,Medium,2,Low,0,1,0,1,0,No_Recid,No_Recid
1156,Male,Greater than 45,African-American,Single,M,Carry Open/Uncov Bev In Pub,NO,NO,6,Medium,2,Low,0,1,0,1,0,No_Recid,No_Recid
1157,Male,Greater than 45,African-American,Separated,M,Carry Open/Uncov Bev In Pub,NO,NO,6,Medium,2,Low,0,1,0,1,0,No_Recid,No_Recid
1158,Male,Greater than 45,African-American,Separated,M,Carry Open/Uncov Bev In Pub,NO,NO,6,Medium,2,Low,0,1,0,1,0,No_Recid,No_Recid
1159,Male,Greater than 45,Caucasian,Married,M,Driving Under The Influence,NO,NO,1,Low,1,Low,1,0,0,1,0,No_Recid,No_Recid
1160,Male,25 - 45,Other,Single,F,Robbery W/Firearm,NO,NO,1,Low,1,Low,1,0,0,1,0,No_Recid,No_Recid
1161,Male,25 - 45,Caucasian,Separated,F,Possession of Hydrocodone,NO,NO,6,Medium,1,Low,0,1,0,1,0,No_Recid,No_Recid
1162,Male,25 - 45,Other,Married,M,Battery,NO,NO,1,Low,1,Low,1,0,0,1,0,No_Recid,No_Recid
1163,Male,25 - 45,African-American,Single,F,Felony Driving While Lic Suspd,NO,NO,5,Medium,2,Low,0,1,0,1,0,No_Recid,No_Recid
1165,Male,Greater than 45,African-American,Single,F,Possession of Cocaine,NO,NO,9,High,6,Medium,0,0,1,1,0,Recid,No_Recid
1166,Male,Greater than 45,African-American,Single,F,Possession of Cocaine,NO,NO,9,High,6,Medium,0,0,1,1,0,Recid,No_Recid
1167,Male,25 - 45,African-American,Married,F,Possession Of Alprazolam,NO,NO,7,Medium,6,Medium,0,1,0,1,0,Recid,No_Recid
1168,Male,25 - 45,African-American,Single,F,Possession Of Alprazolam,NO,NO,7,Medium,6,Medium,0,1,0,1,0,Recid,No_Recid
1169,Male,25 - 45,African-American,Single,F,arrest case no charge,NO,NO,6,Medium,2,Low,0,1,0,1,0,No_Recid,No_Recid
1173,Male,Greater than 45,African-American,Single,F,arrest case no charge,YES,YES,7,Medium,4,Low,0,1,0,0,1,Recid,Recid
1174,Male,Greater than 45,African-American,Separated,F,arrest case no charge,YES,YES,7,Medium,4,Low,0,1,0,0,1,Recid,Recid
1175,Male,Greater than 45,Other,Married,F,arrest case no charge,NO,NO,1,Low,1,Low,1,0,0,1,0,No_Recid,No_Recid
1176,Male,25 - 45,African-American,Single,F,Aggrav Battery w/Deadly Weapon,NO,NO,3,Low,4,Low,1,0,0,1,0,No_Recid,No_Recid
1177,Male,25 - 45,African-American,Single,F,arrest case no charge,NO,NO,1,Low,1,Low,1,0,0,1,0,No_Recid,No_Recid
1178,Male,25 - 45,African-American,Single,M,Battery,NO,NO,1,Low,1,Low,1,0,0,1,0,No_Recid,No_Recid
1179,Male,Greater than 45,Caucasian,Married,M,Driving Under The Influence,NO,NO,1,Low,1,Low,1,0,0,1,0,No_Recid,No_Recid
1180,Male,Greater than 45,Caucasian,Married,M,Driving Under The Influence,NO,NO,1,Low,1,Low,1,0,0,1,0,No_Recid,No_Recid
1181,Female,25 - 45,African-American,Single,F,Grand Theft (Motor Vehicle),NO,NO,2,Low,2,Low,1,0,0,1,0,No_Recid,No_Recid
1182,Female,25 - 45,Caucasian,Single,M,Battery,NO,NO,6,Medium,2,Low,0,1,0,1,0,No_Recid,No_Recid
1183,Male,25 - 45,African-American,Married,F,False Ownership Info/Pawn Item,YES,YES,5,Medium,5,Medium,0,1,0,0,1,No_Recid,Recid
1184,Male,25 - 45,African-American,Single,F,False Ownership Info/Pawn Item,YES,YES,5,Medium,5,Medium,0,1,0,0,1,No_Recid,Recid
1185,Male,Less than 25,Hispanic,Single,F,Crimin Mischief Damage $1000+,NO,NO,6,Medium,7,Medium,0,1,0,1,0,No_Recid,No_Recid
1186,Male,Less than 25,Caucasian,Single,F,Pos Cannabis W/Intent Sel/Del,NO,NO,5,Medium,7,Medium,0,1,0,1,0,No_Recid,No_Recid
1188,Male,Greater than 45,Other,Single,F,arrest case no charge,NO,NO,1,Low,1,Low,1,0,0,1,0,No_Recid,No_Recid
1189,Male,Greater than 45,Caucasian,Other,M,Battery,NO,NO,2,Low,1,Low,1,0,0,1,0,No_Recid,No_Recid
1190,Male,Less than 25,African-American,Single,F,Uttering a Forged Instrument,NO,NO,2,Low,4,Low,1,0,0,1,0,No_Recid,No_Recid
1191,Male,Greater than 45,Hispanic,Single,F,Grand Theft (Motor Vehicle),NO,NO,1,Low,1,Low,1,0,0,1,0,No_Recid,No_Recid
1192,Male,25 - 45,African-American,Single,M,Possess Cannabis/20 Grams Or Less,NO,NO,6,Medium,2,Low,0,1,0,1,0,No_Recid,No_Recid
1193,Male,Less than 25,African-American,Single,F,Grand Theft in the 3rd Degree,YES,YES,5,Medium,8,High,0,1,0,0,1,No_Recid,Recid
1194,Male,25 - 45,Hispanic,Single,M,Exposes Culpable Negligence,NO,NO,3,Low,3,Low,1,0,0,1,0,No_Recid,No_Recid
1195,Male,25 - 45,African-American,Single,F,Fleeing Or Attmp Eluding A Leo,NO,NO,10,High,5,Medium,0,0,1,1,0,Recid,No_Recid
1196,Male,Less than 25,African-American,Single,F,Driving While License Revoked,NO,NO,3,Low,6,Medium,1,0,0,1,0,No_Recid,No_Recid
1199,Male,25 - 45,African-American,Single,F,Driving While License Revoked,YES,YES,7,Medium,6,Medium,0,1,0,0,1,Recid,Recid
1200,Female,Less than 25,African-American,Single,F,Grand Theft in the 3rd Degree,NO,NO,5,Medium,4,Low,0,1,0,1,0,No_Recid,No_Recid
1201,Male,Greater than 45,African-American,Separated,F,Felony Driving While Lic Suspd,NO,NO,3,Low,1,Low,1,0,0,1,0,No_Recid,No_Recid
1202,Male,Greater than 45,African-American,Single,F,Felony Driving While Lic Suspd,NO,NO,3,Low,1,Low,1,0,0,1,0,No_Recid,No_Recid
1203,Male,Greater than 45,African-American,Single,F,Felony Driving While Lic Suspd,NO,NO,3,Low,1,Low,1,0,0,1,0,No_Recid,No_Recid
1204,Male,Less than 25,Other,Single,M,Prowling/Loitering,NO,NO,6,Medium,7,Medium,0,1,0,1,0,No_Recid,No_Recid
1205,Male,25 - 45,Caucasian,Single,F,Counterfeit Lic Plates/Sticker,NO,NO,2,Low,2,Low,1,0,0,1,0,No_Recid,No_Recid
1206,Male,Greater than 45,Caucasian,Married,M,Battery,NO,NO,1,Low,1,Low,1,0,0,1,0,No_Recid,No_Recid
1207,Male,25 - 45,African-American,Single,M,arrest case no charge,NO,NO,7,Medium,5,Medium,0,1,0,1,0,Recid,No_Recid
1208,Male,Less than 25,Caucasian,Single,M,Battery,YES,YES,6,Medium,9,High,0,1,0,0,1,No_Recid,Recid
1209,Male,Greater than 45,African-American,Single,M,arrest case no charge,NO,NO,10,High,9,High,0,0,1,1,0,Recid,No_Recid
1210,Female,25 - 45,African-American,Single,M,Battery,NO,NO,2,Low,3,Low,1,0,0,1,0,No_Recid,No_Recid
1211,Male,Greater than 45,Caucasian,Single,M,arrest case no charge,NO,NO,1,Low,1,Low,1,0,0,1,0,No_Recid,No_Recid
1214,Male,Less than 25,Caucasian,Single,F,arrest case no charge,NO,NO,3,Low,6,Medium,1,0,0,1,0,No_Recid,No_Recid
1215,Male,Greater than 45,Caucasian,Single,F,Possession of Cocaine,NO,NO,2,Low,1,Low,1,0,0,1,0,No_Recid,No_Recid
1217,Male,25 - 45,African-American,Married,F,Burglary With Assault/battery,NO,NO,8,High,4,Low,0,0,1,1,0,Recid,No_Recid
1218,Male,Greater than 45,African-American,Single,F,Grand Theft in the 3rd Degree,NO,NO,4,Low,1,Low,1,0,0,1,0,No_Recid,No_Recid
1219,Male,25 - 45,African-American,Single,F,Deliver Cocaine,YES,YES,6,Medium,4,Low,0,1,0,0,1,No_Recid,Recid
1220,Male,Greater than 45,African-American,Single,M,arrest case no charge,NO,NO,1,Low,1,Low,1,0,0,1,0,No_Recid,No_Recid
1222,Female,Greater than 45,Caucasian,Separated,F,arrest case no charge,NO,NO,2,Low,1,Low,1,0,0,1,0,No_Recid,No_Recid
1223,Male,Less than 25,African-American,Single,F,Tampering With Physical Evidence,NO,NO,7,Medium,5,Medium,0,1,0,1,0,Recid,No_Recid
1225,Male,Less than 25,Caucasian,Single,F,Sale/Del Cannabis At/Near Scho,YES,YES,9,High,6,Medium,0,0,1,0,1,Recid,Recid
1226,Male,25 - 45,Hispanic,Single,M,Battery,NO,NO,4,Low,4,Low,1,0,0,1,0,No_Recid,No_Recid
1227,Male,25 - 45,African-American,Single,M,Possess Cannabis/20 Grams Or Less,YES,NO,9,High,4,Low,0,0,1,1,0,Recid,No_Recid
1228,Male,25 - 45,Caucasian,Single,M,Battery,NO,NO,6,Medium,3,Low,0,1,0,1,0,No_Recid,No_Recid
1229,Male,25 - 45,Caucasian,Single,M,Battery,NO,NO,2,Low,3,Low,1,0,0,1,0,No_Recid,No_Recid
1230,Male,Less than 25,Caucasian,Single,F,Poss of Firearm by Convic Felo,YES,NO,7,Medium,6,Medium,0,1,0,1,0,Recid,No_Recid
1231,Female,25 - 45,African-American,Married,M,DUI Level 0.15 Or Minor In Veh,NO,NO,1,Low,1,Low,1,0,0,1,0,No_Recid,No_Recid
1232,Male,Greater than 45,Caucasian,Single,F,arrest case no charge,NO,NO,1,Low,1,Low,1,0,0,1,0,No_Recid,No_Recid
1234,Female,25 - 45,Caucasian,Single,F,Felony Battery w/Prior Convict,NO,NO,3,Low,4,Low,1,0,0,1,0,No_Recid,No_Recid
1235,Male,Less than 25,African-American,Single,F,Burglary Unoccupied Dwelling,NO,NO,7,Medium,5,Medium,0,1,0,1,0,Recid,No_Recid
1236,Male,25 - 45,Caucasian,Single,F,Attempted Robbery  No Weapon,NO,NO,1,Low,1,Low,1,0,0,1,0,No_Recid,No_Recid
1237,Male,25 - 45,Hispanic,Single,F,Tamper With Witness/Victim/CI,NO,NO,3,Low,3,Low,1,0,0,1,0,No_Recid,No_Recid
1238,Female,25 - 45,Hispanic,Single,F,Live on Earnings of Prostitute,NO,NO,4,Low,2,Low,1,0,0,1,0,No_Recid,No_Recid
1239,Female,25 - 45,African-American,Single,F,Burglary With Assault/battery,NO,NO,5,Medium,3,Low,0,1,0,1,0,No_Recid,No_Recid
1240,Male,Greater than 45,African-American,Married,F,Felony Battery (Dom Strang),NO,NO,1,Low,1,Low,1,0,0,1,0,No_Recid,No_Recid
1241,Female,Greater than 45,Hispanic,Single,M,Battery,NO,NO,1,Low,1,Low,1,0,0,1,0,No_Recid,No_Recid
1243,Male,Greater than 45,African-American,Single,F,Att Tamper w/Physical Evidence,NO,NO,2,Low,1,Low,1,0,0,1,0,No_Recid,No_Recid
1245,Male,25 - 45,African-American,Single,F,arrest case no charge,NO,NO,9,High,8,High,0,0,1,1,0,Recid,No_Recid
1246,Female,Greater than 45,Caucasian,Single,M,Battery,NO,NO,1,Low,1,Low,1,0,0,1,0,No_Recid,No_Recid
1247,Male,25 - 45,African-American,Single,F,Driving While License Revoked,NO,NO,7,Medium,4,Low,0,1,0,1,0,Recid,No_Recid
1248,Male,25 - 45,African-American,Single,F,Driving While License Revoked,NO,NO,7,Medium,4,Low,0,1,0,1,0,Recid,No_Recid
1249,Male,25 - 45,African-American,Single,F,Driving While License Revoked,NO,NO,7,Medium,4,Low,0,1,0,1,0,Recid,No_Recid
1250,Male,Greater than 45,African-American,Single,F,arrest case no charge,NO,NO,2,Low,2,Low,1,0,0,1,0,No_Recid,No_Recid
1251,Female,25 - 45,African-American,Single,M,Refuse to Supply DNA Sample,YES,NO,2,Low,2,Low,1,0,0,1,0,No_Recid,No_Recid
1253,Male,Greater than 45,Caucasian,Married,F,Stalking (Aggravated),NO,NO,1,Low,1,Low,1,0,0,1,0,No_Recid,No_Recid
1254,Male,25 - 45,Caucasian,Single,F,Grand Theft in the 3rd Degree,NO,NO,4,Low,3,Low,1,0,0,1,0,No_Recid,No_Recid
1255,Male,Greater than 45,African-American,Single,F,Felony Battery (Dom Strang),NO,NO,1,Low,1,Low,1,0,0,1,0,No_Recid,No_Recid
1256,Male,Less than 25,Hispanic,Single,F,Sel/Pur/Mfr/Del Control Substa,NO,NO,5,Medium,5,Medium,0,1,0,1,0,No_Recid,No_Recid
1257,Male,25 - 45,African-American,Married,F,arrest case no charge,NO,NO,3,Low,2,Low,1,0,0,1,0,No_Recid,No_Recid
1258,Male,25 - 45,Caucasian,Single,F,Grand Theft in the 3rd Degree,YES,YES,7,Medium,2,Low,0,1,0,0,1,Recid,Recid
1259,Male,25 - 45,African-American,Single,F,Burglary Unoccupied Dwelling,NO,NO,2,Low,1,Low,1,0,0,1,0,No_Recid,No_Recid
1260,Male,Greater than 45,African-American,Other,F,Possession of Cocaine,YES,YES,2,Low,1,Low,1,0,0,0,1,No_Recid,Recid
1262,Male,25 - 45,African-American,Single,F,Resist Officer w/Violence,YES,NO,6,Medium,6,Medium,0,1,0,1,0,No_Recid,No_Recid
1263,Male,Greater than 45,Caucasian,Separated,F,Possession of Cocaine,NO,NO,1,Low,1,Low,1,0,0,1,0,No_Recid,No_Recid
1264,Male,25 - 45,Caucasian,Other,F,Burglary Dwelling Occupied,YES,YES,6,Medium,4,Low,0,1,0,0,1,No_Recid,Recid
1265,Male,25 - 45,Caucasian,Single,F,Burglary Dwelling Occupied,YES,YES,6,Medium,4,Low,0,1,0,0,1,No_Recid,Recid
1266,Male,25 - 45,Caucasian,Single,F,Felony Battery (Dom Strang),YES,YES,8,High,2,Low,0,0,1,0,1,Recid,Recid
1267,Male,Less than 25,Caucasian,Single,M,Battery,NO,NO,4,Low,3,Low,1,0,0,1,0,No_Recid,No_Recid
1268,Male,25 - 45,African-American,Single,M,Poss Drugs W/O A Prescription,NO,NO,2,Low,2,Low,1,0,0,1,0,No_Recid,No_Recid
1269,Male,25 - 45,Other,Single,M,Battery,NO,NO,3,Low,3,Low,1,0,0,1,0,No_Recid,No_Recid
1270,Male,Less than 25,Hispanic,Single,F,arrest case no charge,YES,YES,9,High,10,High,0,0,1,1,0,Recid,No_Recid
1271,Male,25 - 45,Caucasian,Married,F,Aggravated Assault W/o Firearm,NO,NO,1,Low,1,Low,1,0,0,1,0,No_Recid,No_Recid
1273,Male,Greater than 45,Caucasian,Single,F,arrest case no charge,NO,NO,1,Low,1,Low,1,0,0,1,0,No_Recid,No_Recid
1274,Female,25 - 45,African-American,Single,F,Grand Theft in the 1st Degree,NO,NO,1,Low,1,Low,1,0,0,1,0,No_Recid,No_Recid
1275,Male,Greater than 45,African-American,Married,M,Battery,NO,NO,2,Low,2,Low,1,0,0,1,0,No_Recid,No_Recid
1277,Male,25 - 45,African-American,Single,M,Leave Accd/Attend Veh/Less $50,NO,NO,7,Medium,3,Low,0,1,0,1,0,Recid,No_Recid
1278,Male,Less than 25,African-American,Single,F,Grand Theft in the 3rd Degree,NO,NO,3,Low,6,Medium,1,0,0,1,0,No_Recid,No_Recid
1279,Male,Greater than 45,Caucasian,Single,F,Fel Drive License Perm Revoke,NO,NO,1,Low,1,Low,1,0,0,1,0,No_Recid,No_Recid
1281,Male,25 - 45,Caucasian,Single,F,Grand Theft in the 3rd Degree,NO,NO,3,Low,2,Low,1,0,0,1,0,No_Recid,No_Recid
1284,Male,25 - 45,African-American,Single,F,Aggravated Assault W/Dead Weap,YES,YES,8,High,7,Medium,0,0,1,0,1,Recid,Recid
1285,Male,Less than 25,Caucasian,Married,F,Possession Of Alprazolam,NO,NO,5,Medium,4,Low,0,1,0,1,0,No_Recid,No_Recid
1286,Female,25 - 45,Caucasian,Married,F,Aggrav Battery w/Deadly Weapon,NO,NO,4,Low,2,Low,1,0,0,1,0,No_Recid,No_Recid
1288,Male,25 - 45,African-American,Single,F,Aggravated Assault W/dead Weap,YES,YES,9,High,6,Medium,0,0,1,0,1,Recid,Recid
1289,Male,25 - 45,African-American,Married,F,Aggravated Assault W/dead Weap,YES,YES,9,High,6,Medium,0,0,1,0,1,Recid,Recid
1290,Male,Less than 25,African-American,Single,F,Possession Burglary Tools,YES,YES,2,Low,4,Low,1,0,0,1,0,No_Recid,No_Recid
1291,Male,25 - 45,Caucasian,Single,F,Possession Of Heroin,YES,YES,4,Low,1,Low,1,0,0,0,1,No_Recid,Recid
1292,Male,Less than 25,Caucasian,Single,F,arrest case no charge,NO,NO,5,Medium,5,Medium,0,1,0,1,0,No_Recid,No_Recid
1293,Male,Less than 25,African-American,Single,M,Battery,NO,NO,3,Low,5,Medium,1,0,0,1,0,No_Recid,No_Recid
1294,Female,25 - 45,Caucasian,Single,M,Battery,NO,NO,2,Low,1,Low,1,0,0,1,0,No_Recid,No_Recid
1295,Male,25 - 45,African-American,Single,F,Poss of Cocaine W/I/D/S 1000FT Park,NO,NO,8,High,4,Low,0,0,1,1,0,Recid,No_Recid
1296,Male,25 - 45,African-American,Single,F,Robbery Sudd Snatch No Weapon,NO,NO,3,Low,3,Low,1,0,0,1,0,No_Recid,No_Recid
1297,Male,25 - 45,African-American,Single,F,arrest case no charge,NO,NO,2,Low,3,Low,1,0,0,1,0,No_Recid,No_Recid
1298,Male,Greater than 45,Caucasian,Separated,M,Battery,NO,NO,1,Low,1,Low,1,0,0,1,0,No_Recid,No_Recid
1299,Female,Less than 25,African-American,Single,F,Grand Theft in the 3rd Degree,NO,NO,5,Medium,6,Medium,0,1,0,1,0,No_Recid,No_Recid
1301,Male,Greater than 45,Caucasian,Separated,M,Battery,NO,NO,1,Low,1,Low,1,0,0,1,0,No_Recid,No_Recid
1302,Male,25 - 45,African-American,Single,F,Lewd Act Presence Child 16-,YES,YES,1,Low,1,Low,1,0,0,0,1,No_Recid,Recid
1303,Female,25 - 45,African-American,Single,M,Battery,NO,NO,2,Low,2,Low,1,0,0,1,0,No_Recid,No_Recid
1304,Male,Greater than 45,African-American,Single,M,Soliciting For Prostitution,NO,NO,1,Low,1,Low,1,0,0,1,0,No_Recid,No_Recid
1305,Male,25 - 45,African-American,Single,F,Felony Driving While Lic Suspd,NO,NO,4,Low,1,Low,1,0,0,1,0,No_Recid,No_Recid
1307,Male,Less than 25,African-American,Single,F,Grand Theft in the 3rd Degree,NO,NO,4,Low,5,Medium,1,0,0,1,0,No_Recid,No_Recid
1308,Male,Greater than 45,African-American,Separated,F,Felony Driving While Lic Suspd,NO,NO,7,Medium,4,Low,0,1,0,1,0,Recid,No_Recid
1311,Male,25 - 45,African-American,Other,M,arrest case no charge,NO,NO,6,Medium,5,Medium,0,1,0,1,0,No_Recid,No_Recid
1312,Male,25 - 45,Caucasian,Separated,M,Battery,NO,NO,2,Low,4,Low,1,0,0,1,0,No_Recid,No_Recid
1313,Male,Greater than 45,Hispanic,Single,M,Battery,NO,NO,6,Medium,3,Low,0,1,0,1,0,No_Recid,No_Recid
1314,Male,25 - 45,Hispanic,Single,M,Aggrav Battery w/Deadly Weapon,NO,NO,1,Low,1,Low,1,0,0,1,0,No_Recid,No_Recid
1315,Male,25 - 45,Other,Single,F,arrest case no charge,YES,YES,10,High,6,Medium,0,0,1,0,1,Recid,Recid
1316,Male,25 - 45,Hispanic,Married,F,Aggravated Assault W/Dead Weap,NO,NO,9,High,6,Medium,0,0,1,1,0,Recid,No_Recid
1317,Male,Less than 25,Asian,Single,M,Battery,NO,NO,3,Low,4,Low,1,0,0,1,0,No_Recid,No_Recid
1319,Male,25 - 45,Hispanic,Single,F,Grand Theft in the 3rd Degree,NO,NO,4,Low,4,Low,1,0,0,1,0,No_Recid,No_Recid
1321,Male,25 - 45,African-American,Single,F,Poss Pyrrolidinovalerophenone,YES,YES,10,High,10,High,0,0,1,0,1,Recid,Recid
1322,Male,25 - 45,African-American,Single,F,Drivg While Lic Suspd/Revk/Can,YES,YES,8,High,7,Medium,0,0,1,0,1,Recid,Recid
1323,Male,25 - 45,Other,Separated,M,Viol Prot Injunc Repeat Viol,NO,NO,1,Low,1,Low,1,0,0,1,0,No_Recid,No_Recid
1324,Male,25 - 45,Caucasian,Single,F,"Deliver 3,4 Methylenediox",NO,NO,7,Medium,3,Low,0,1,0,1,0,Recid,No_Recid
1325,Male,25 - 45,Caucasian,Single,M,Battery,NO,NO,1,Low,1,Low,1,0,0,1,0,No_Recid,No_Recid
1326,Male,25 - 45,African-American,Single,M,Driving License Suspended,NO,NO,5,Medium,3,Low,0,1,0,1,0,No_Recid,No_Recid
1327,Male,25 - 45,African-American,Married,F,Grand Theft in the 3rd Degree,NO,NO,7,Medium,4,Low,0,1,0,1,0,Recid,No_Recid
1328,Female,Greater than 45,Hispanic,Single,F,Grand Theft in the 3rd Degree,NO,NO,1,Low,1,Low,1,0,0,1,0,No_Recid,No_Recid
1329,Male,Greater than 45,Caucasian,Married,M,Battery,NO,NO,5,Medium,3,Low,0,1,0,1,0,No_Recid,No_Recid
1330,Female,25 - 45,Caucasian,Married,M,Battery,NO,NO,9,High,5,Medium,0,0,1,1,0,Recid,No_Recid
1331,Male,25 - 45,African-American,Single,F,Poss Tetrahydrocannabinols,NO,NO,2,Low,4,Low,1,0,0,1,0,No_Recid,No_Recid
1332,Male,25 - 45,Caucasian,Single,M,Refuse Submit Blood/Breath Test,NO,NO,7,Medium,4,Low,0,1,0,1,0,Recid,No_Recid
1333,Male,25 - 45,African-American,Married,F,Driving While License Revoked,NO,NO,5,Medium,4,Low,0,1,0,1,0,No_Recid,No_Recid
1334,Male,25 - 45,Caucasian,Single,M,Driving Under The Influence,NO,NO,4,Low,2,Low,1,0,0,1,0,No_Recid,No_Recid
1335,Female,25 - 45,African-American,Single,M,Battery,NO,NO,2,Low,2,Low,1,0,0,1,0,No_Recid,No_Recid
1336,Female,Less than 25,Other,Single,F,Aggrav Battery w/Deadly Weapon,NO,NO,4,Low,5,Medium,1,0,0,1,0,No_Recid,No_Recid
1337,Male,25 - 45,Caucasian,Single,M,Driving Under The Influence,NO,NO,1,Low,1,Low,1,0,0,1,0,No_Recid,No_Recid
1338,Male,25 - 45,Caucasian,Single,M,Battery,NO,NO,6,Medium,2,Low,0,1,0,1,0,No_Recid,No_Recid
1339,Male,25 - 45,African-American,Single,M,Battery,NO,NO,3,Low,3,Low,1,0,0,1,0,No_Recid,No_Recid
1341,Male,Greater than 45,Caucasian,Married,M,Battery,NO,NO,1,Low,1,Low,1,0,0,1,0,No_Recid,No_Recid
1342,Male,25 - 45,African-American,Separated,M,Battery,YES,YES,9,High,6,Medium,0,0,1,0,1,Recid,Recid
1343,Male,25 - 45,African-American,Married,F,Aggrav Stalking After Injunctn,YES,NO,4,Low,5,Medium,1,0,0,1,0,No_Recid,No_Recid
1344,Male,Greater than 45,Caucasian,Single,F,Agg Battery Grt/Bod/Harm,NO,NO,1,Low,1,Low,1,0,0,1,0,No_Recid,No_Recid
1346,Male,25 - 45,Caucasian,Separated,M,DUI Property Damage/Injury,NO,NO,4,Low,1,Low,1,0,0,1,0,No_Recid,No_Recid
1347,Male,25 - 45,African-American,Single,M,Battery,NO,NO,10,High,10,High,0,0,1,1,0,Recid,No_Recid
1348,Male,25 - 45,African-American,Single,F,Pos Cannabis W/Intent Sel/Del,NO,NO,10,High,9,High,0,0,1,1,0,Recid,No_Recid
1349,Male,Less than 25,African-American,Single,M,Possess Drug Paraphernalia,NO,NO,7,Medium,4,Low,0,1,0,1,0,Recid,No_Recid
1350,Male,25 - 45,Caucasian,Single,M,Susp Drivers Lic 1st Offense,NO,NO,1,Low,1,Low,1,0,0,1,0,No_Recid,No_Recid
1352,Male,Less than 25,Hispanic,Single,F,Solicit Deliver Cocaine,YES,YES,10,High,8,High,0,0,1,0,1,Recid,Recid
1354,Male,Less than 25,African-American,Single,F,Pos Cannabis W/Intent Sel/Del,NO,NO,3,Low,4,Low,1,0,0,1,0,No_Recid,No_Recid
1356,Male,25 - 45,Caucasian,Single,F,arrest case no charge,NO,NO,9,High,7,Medium,0,0,1,1,0,Recid,No_Recid
1357,Male,Greater than 45,Caucasian,Separated,M,Battery,NO,NO,1,Low,1,Low,1,0,0,1,0,No_Recid,No_Recid
1358,Female,25 - 45,Caucasian,Single,F,Possession of Cocaine,NO,NO,4,Low,1,Low,1,0,0,1,0,No_Recid,No_Recid
1359,Female,Less than 25,African-American,Single,M,Battery,YES,YES,7,Medium,5,Medium,0,1,0,0,1,Recid,Recid
1360,Male,25 - 45,Hispanic,Single,F,Crimin Mischief Damage $1000+,NO,NO,3,Low,3,Low,1,0,0,1,0,No_Recid,No_Recid
1361,Male,Greater than 45,African-American,Married,F,Possession of Cocaine,NO,NO,1,Low,1,Low,1,0,0,1,0,No_Recid,No_Recid
1363,Female,Greater than 45,African-American,Single,M,arrest case no charge,NO,NO,1,Low,1,Low,1,0,0,1,0,No_Recid,No_Recid
1364,Male,Less than 25,Caucasian,Single,M,DUI Level 0.15 Or Minor In Veh,NO,NO,5,Medium,6,Medium,0,1,0,1,0,No_Recid,No_Recid
1365,Male,Less than 25,African-American,Single,F,Burglary Dwelling Armed,YES,YES,3,Low,6,Medium,1,0,0,0,1,No_Recid,Recid
1366,Male,25 - 45,Caucasian,Single,M,Battery,NO,NO,1,Low,1,Low,1,0,0,1,0,No_Recid,No_Recid
1367,Male,Less than 25,Caucasian,Single,M,Viol Pretrial Release Dom Viol,YES,YES,8,High,9,High,0,0,1,0,1,Recid,Recid
1368,Male,25 - 45,Other,Single,F,Burglary Unoccupied Dwelling,NO,NO,5,Medium,1,Low,0,1,0,1,0,No_Recid,No_Recid
1369,Male,25 - 45,African-American,Single,F,Felony Battery,NO,NO,8,High,6,Medium,0,0,1,1,0,Recid,No_Recid
1370,Male,25 - 45,African-American,Single,F,arrest case no charge,NO,NO,6,Medium,6,Medium,0,1,0,1,0,No_Recid,No_Recid
1371,Male,25 - 45,African-American,Single,F,Possession Burglary Tools,NO,NO,9,High,8,High,0,0,1,1,0,Recid,No_Recid
1372,Male,25 - 45,African-American,Single,F,Grand Theft in the 3rd Degree,NO,NO,1,Low,1,Low,1,0,0,1,0,No_Recid,No_Recid
1373,Male,25 - 45,African-American,Married,F,Resist Officer w/Violence,YES,YES,4,Low,2,Low,1,0,0,0,1,No_Recid,Recid
1374,Male,Less than 25,African-American,Single,F,Crim Use of Personal ID Info,YES,YES,4,Low,6,Medium,1,0,0,0,1,No_Recid,Recid
1375,Male,25 - 45,Caucasian,Single,F,Aggravated Battery,NO,NO,2,Low,3,Low,1,0,0,1,0,No_Recid,No_Recid
1377,Male,25 - 45,Hispanic,Single,M,Operating W/O Valid License,NO,NO,1,Low,1,Low,1,0,0,1,0,No_Recid,No_Recid
1378,Male,Less than 25,African-American,Single,M,Susp Drivers Lic 1st Offense,YES,YES,7,Medium,7,Medium,0,1,0,0,1,Recid,Recid
1379,Male,25 - 45,Caucasian,Single,M,DUI Property Damage/Injury,NO,NO,3,Low,1,Low,1,0,0,1,0,No_Recid,No_Recid
1380,Male,Greater than 45,Caucasian,Single,F,DWI w/Inj Susp Lic / Habit Off,NO,NO,3,Low,2,Low,1,0,0,1,0,No_Recid,No_Recid
1381,Male,25 - 45,African-American,Single,M,Battery,NO,NO,1,Low,2,Low,1,0,0,1,0,No_Recid,No_Recid
1382,Male,Less than 25,Hispanic,Single,M,Possess Cannabis/20 Grams Or Less,YES,YES,5,Medium,5,Medium,0,1,0,0,1,No_Recid,Recid
